id,sort_name,group,group_id,area_id,area,term,name,image,email,source
276,Arroyo Ruíz Alma Jeanny,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:6,Veracruz 6,62,Alma Jeanny Arroyo Ruíz,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/077.png,alma.arroyo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=276
358,Arroyo Vieyra Francisco,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Guanajuato 2,62,Francisco Arroyo Vieyra,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/307.png,francisco.arroyo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=358
250,Astiazarán Gutiérrez Antonio Francisco,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sonora/distrito:4,Sonora 4,62,Antonio Francisco Astiazarán Gutiérrez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/151.png,antonio.astiazaran@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=250
43,Athie Flores Kamel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:7,Chihuahua 7,62,Kamel Athie Flores,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/174.png,kamel.athie@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=43
602,Avilés Cano Edith,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:hidalgo/distrito:3,Hidalgo 3,62,Edith Avilés Cano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/636.png,edith.aviles@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=602
637,Ayala Bravo María Guadalupe,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:12,México 12,62,María Guadalupe Ayala Bravo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/573.png,maria.ayala@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=637
321,Ayala Robles Linares Flor,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sonora/circunscripción:1,Sonora 1,62,Flor Ayala Robles Linares,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/408.png,flor.ayala@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=321
432,Añorve Baños Manuel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guerrero/circunscripción:4,Guerrero 4,62,Manuel Añorve Baños,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/283.png,manuel.anorve@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=432
100,Badillo Ramírez Darío,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:hidalgo/distrito:1,Hidalgo 1,62,Darío Badillo Ramírez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/011.png,dario.badillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=100
125,Barajas del Toro Salvador,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/distrito:19,Jalisco 19,62,Salvador Barajas del Toro,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/124.png,salvador.barajas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=125
119,Barba Mariscal Marco Antonio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/distrito:13,Jalisco 13,62,Marco Antonio Barba Mariscal,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/129.png,marco.barba@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=119
225,Barcenas Nieves Delvim Fabiola,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:querétaro/distrito:1,Querétaro 1,62,Delvim Fabiola Barcenas Nieves,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/099.png,delvim.barcenas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=225
653,Bardales Hernández María Gabriela,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:28,México 28,62,María Gabriela Bardales Hernández,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/610.png,gabriela.bardales@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=653
77,Barrera Barrera Petra,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/distrito:1,Guanajuato 1,62,Petra Barrera Barrera,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/088.png,petra.barrera@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=77
166,Barrera Estrada Rodimiro,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:michoacán/distrito:1,Michoacán 1,62,Rodimiro Barrera Estrada,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/063.png,rodimiro.barrera@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=166
152,Barrera Fortoul Laura,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:27,México 27,62,Laura Barrera Fortoul,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/297.png,laura.barrera@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=152
234,Bautista Villegas Oscar,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:san-luis-potosí/distrito:3,San Luis Potosí 3,62,Oscar Bautista Villegas,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/095.png,oscar.bautista@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=234
316,Beltrones Rivera Manlio Fabio (LICENCIA),Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sonora/circunscripción:1,Sonora 1,62,Manlio Fabio Beltrones Rivera (LICENCIA),http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/289.png,manlio.beltrones@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=316
364,Bernal Gutiérrez Marco Antonio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Tamaulipas 2,62,Marco Antonio Bernal Gutiérrez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/284.png,marco.bernal@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=364
14,Berzunza Novelo Landy Margarita,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:campeche/distrito:1,Campeche 1,62,Landy Margarita Berzunza Novelo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/079.png,landy.berzunza@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=14
187,Caballero Garza Benito,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:nuevo-león/distrito:2,Nuevo León 2,62,Benito Caballero Garza,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/087.png,benito.caballero@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=187
7,Cabañas Aparicio María Elia,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:baja-california/distrito:4,Baja California 4,62,María Elia Cabañas Aparicio,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/132.png,elia.cabanas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=7
133,Calzada Arroyo Marco Antonio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:8,México 8,62,Marco Antonio Calzada Arroyo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/036.png,marco.calzada@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=133
224,Campos Córdova Lisandro Arístides,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:16,Puebla 16,62,Lisandro Arístides Campos Córdova,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/007.png,lisandro.campos@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=224
359,Cano Ayala Ma. Elena,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Guanajuato 2,62,Ma. Elena Cano Ayala,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/305.png,elena.cano@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=359
366,Cantú Segovia Eloy,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Nuevo León 2,62,Eloy Cantú Segovia,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/304.png,eloy.cantu@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=366
264,Cárdenas del Avellano Enrique,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:tamaulipas/distrito:5,Tamaulipas 5,62,Enrique Cárdenas del Avellano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/108.png,enrique.cardenas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=264
277,Carreón Cervantes Verónica,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:7,Veracruz 7,62,Verónica Carreón Cervantes,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/075.png,veronica.carreon@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=277
42,Castillo Rodríguez Minerva,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:6,Chihuahua 6,62,Minerva Castillo Rodríguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/177.png,minerva.castillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=42
4,Castillo Valdez Benjamin,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:baja-california/distrito:1,Baja California 1,62,Benjamin Castillo Valdez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/135.png,benjamin.castillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=4
279,Charleston Hernández Fernando,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:9,Veracruz 9,62,Fernando Charleston Hernández,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/061.png,fernando.charleston@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=279
897,Clara Molina Mónica,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Mónica Clara Molina,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/537.png,monica.clara@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=897
122,Córdova Díaz Luis Armando,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/distrito:16,Jalisco 16,62,Luis Armando Córdova Díaz,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/131.png,luis.cordova@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=122
433,Córdova Morán Frine Soraya,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/circunscripción:4,Puebla 4,62,Frine Soraya Córdova Morán,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/293.png,frine.cordova@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=433
319,Corona Nakamura Maria del Rocio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jalisco 1,62,Maria del Rocio Corona Nakamura,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/286.png,maria.corona@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=319
244,Corrales Corrales Francisca Elena,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sinaloa/distrito:6,Sinaloa 6,62,Francisca Elena Corrales Corrales,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/112.png,francisca.corrales@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=244
644,Cruz Serrano Nadya de Jesús,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:19,México 19,62,Nadya de Jesús Cruz Serrano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/576.png,nadya.cruz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=644
265,De la Cruz Requena Rosalba,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:tamaulipas/distrito:6,Tamaulipas 6,62,Rosalba De la Cruz Requena,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/107.png,rosalba.delacruz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=265
19,De las Fuentes Hernández Fernando Donato,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:coahuila/distrito:4,Coahuila 4,62,Fernando Donato De las Fuentes Hernández,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/093.png,fernando.delasfuentes@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=19
398,Del Angel Acosta Jorge,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/circunscripción:3,Veracruz 3,62,Jorge Del Angel Acosta,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/295.png,jorge.delangel@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=398
785,Del Bosque Márquez Juan Isidro,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:15,Veracruz 15,62,Juan Isidro Del Bosque Márquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/518.png,uan.delbosque@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=785
117,Delgadillo González Claudia,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/distrito:11,Jalisco 11,62,Claudia Delgadillo González,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/126.png,claudia.delgadillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=117
36,Díaz Athié Antonio De Jesús,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chiapas/distrito:12,Chiapas 12,62,Antonio De Jesús Díaz Athié,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/068.png,antonio.diaz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=36
211,Díaz Palacios Víctor Emanuel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:3,Puebla 3,62,Víctor Emanuel Díaz Palacios,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/056.png,victor.diaz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=211
214,Doger Guerrero José Enrique,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:6,Puebla 6,62,José Enrique Doger Guerrero,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/009.png,jose.doger@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=214
690,Domínguez Martin del Campo Luis Fernando,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:nuevo-león/distrito:5,Nuevo León 5,62,Luis Fernando Domínguez Martin del Campo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/615.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=690
44,Domínguez Zepeda Pedro Ignacio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:8,Chihuahua 8,62,Pedro Ignacio Domínguez Zepeda,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/179.png,pedro.dominguez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=44
38,Duarte Murillo José Ignacio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:2,Chihuahua 2,62,José Ignacio Duarte Murillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/176.png,ignacio.duarte@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=38
75,Escajeda Jiménez José Rubén,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:durango/distrito:3,Durango 3,62,José Rubén Escajeda Jiménez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/140.png,jose.escajeda@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=75
796,Escamilla Cerón Alberto Leónides,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:yucatán/distrito:5,Yucatán 5,62,Alberto Leónides Escamilla Cerón,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/545.png,alberto.escamilla@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=796
735,Etienne Rivera Antolín,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:san-luis-potosí/distrito:4,San Luis Potosí 4,62,Antolín Etienne Rivera,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/568.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=735
298,Flemate Ramírez Julio César,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:zacatecas/distrito:2,Zacatecas 2,62,Julio César Flemate Ramírez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/122.png,julio.flemate@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=298
135,Flores Gómez José Luis Cruz (LICENCIA),Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:10,México 10,62,José Luis Cruz Flores Gómez (LICENCIA),http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/030.png,joseluis.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=135
17,Flores Méndez José Luis,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:coahuila/distrito:2,Coahuila 2,62,José Luis Flores Méndez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/094.png,jluis.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=17
322,Flores Sandoval Patricio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jalisco 1,62,Patricio Flores Sandoval,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/300.png,patricio.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=322
516,Flores Treviño María de Lourdes,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:coahuila/distrito:1,Coahuila 1,62,María de Lourdes Flores Treviño,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/530.png,malourdes.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=516
629,Flores Vázquez Elizabeth,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:4,México 4,62,Elizabeth Flores Vázquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/578.png,elizabeth.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=629
1002,Flores Ortega Rodríguez Liliam Mara,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/circunscripción:5,México 5,62,Liliam Mara Flores Ortega Rodríguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/631.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=1002
37,Fuentes Téllez Adriana,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:1,Chihuahua 1,62,Adriana Fuentes Téllez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/175.png,afuentes.tellez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=37
324,Galindo Quiñones Heriberto Manuel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Sinaloa 1,62,Heriberto Manuel Galindo Quiñones,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/299.png,heriberto.galindo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=324
318,Galván Villanueva Raúl Santos,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Sinaloa 1,62,Raúl Santos Galván Villanueva,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/287.png,raul.galvan@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=318
399,Gamboa Song Lizbeth Loy,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:quintana-roo/circunscripción:3,Quintana Roo 3,62,Lizbeth Loy Gamboa Song,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/316.png,lizbeth.gamboa@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=399
289,Garay Cabada Marina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:19,Veracruz 19,62,Marina Garay Cabada,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/060.png,marina.garay@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=289
212,García Hernández Josefina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:4,Puebla 4,62,Josefina García Hernández,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/004.png,josefina.garcia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=212
221,García Olmedo María del Rocío,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:13,Puebla 13,62,María del Rocío García Olmedo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/001.png,mariadelrocio.garcia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=221
223,García de la Cadena Romero María del Carmen,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/distrito:15,Puebla 15,62,María del Carmen García de la Cadena Romero,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/003.png,maria.garciadelacadena@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=223
80,Garza Moreno María Esther,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/distrito:4,Guanajuato 4,62,María Esther Garza Moreno,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/090.png,maria.garza@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=80
