phone,facebook,gender,group,year_of_birth,name,image,source,email,web,term,area,area_id,twitter,id
64353,,male,M,1958,Anti Avsan,http://data.riksdagen.se/filarkiv/bilder/ledamot/0338458649710_max.jpg,http://data.riksdagen.se/,anti.avsan@riksdagen.se,http://www.antiavsan.blogspot.com/,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0338458649710
65905,,female,S,1958,Suzanne Svensson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0916608741910_max.jpg,http://data.riksdagen.se/,suzanne.svensson@riksdagen.se,http://www.socialdemokraterna.se/suzannesvensson,2014,Blekinge län,ocd-division/country:se/constituency:blekinge-län,,0916608741910
65525,,female,M,1958,Betty Malmberg,http://data.riksdagen.se/filarkiv/bilder/ledamot/0547818628111_max.jpg,http://data.riksdagen.se/,betty.malmberg@riksdagen.se,,2014,Östergötlands län,ocd-division/country:se/constituency:östergötlands-län,,0547818628111
65216,,female,S,1958,Berit Högman,http://data.riksdagen.se/filarkiv/bilder/ledamot/0552248175312_max.jpg,http://data.riksdagen.se/,berit.hogman@riksdagen.se,http://www.sap.se/berithogman,2014,Värmlands län,ocd-division/country:se/constituency:värmlands-län,,0552248175312
65009,,male,C,1958,Anders Åkesson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0677738818613_max.jpg,http://data.riksdagen.se/,anders.akesson@riksdagen.se,,2014,Kalmar län,ocd-division/country:se/constituency:kalmar-län,,0677738818613
66292,,female,M,1958,Lotta Finstorp,http://data.riksdagen.se/filarkiv/bilder/ledamot/0750518623913_max.jpg,http://data.riksdagen.se/,lotta.finstorp@riksdagen.se,,2014,Södermanlands län,ocd-division/country:se/constituency:södermanlands-län,,0750518623913
65686,,female,KD,1959,Désirée Pethrus,http://data.riksdagen.se/filarkiv/bilder/ledamot/0860429409414_max.jpg,http://data.riksdagen.se/,desiree.pethrus@riksdagen.se,http://www.kristdemokraterna.se/desiree,2014,Stockholms kommun,ocd-division/country:se/constituency:stockholms-kommun,,0860429409414
66430,,male,MP,1959,Jabar Amin,http://data.riksdagen.se/filarkiv/bilder/ledamot/0849219210615_max.jpg,http://data.riksdagen.se/,jabar.amin@riksdagen.se,http://www.mp.se/om/jabar-amin,2014,Västerbottens län,ocd-division/country:se/constituency:västerbottens-län,,0849219210615
64556,,female,M,1959,Ewa Thalén Finné,http://data.riksdagen.se/filarkiv/bilder/ledamot/0714579775816_max.jpg,http://data.riksdagen.se/,ewa.thalen.finne@riksdagen.se,http://www.ewatf.wordpress.com,2014,Skåne läns södra,ocd-division/country:se/constituency:skåne-läns-södra,,0714579775816
64282,,female,M,1959,Margareta Cederfelt,http://data.riksdagen.se/filarkiv/bilder/ledamot/0970259744617_max.jpg,http://data.riksdagen.se/,margareta.cederfelt@riksdagen.se,http://margaretacederfelt.blogspot.com,2014,Stockholms kommun,ocd-division/country:se/constituency:stockholms-kommun,,0970259744617
64736,,female,S,1959,Monica Green,http://data.riksdagen.se/filarkiv/bilder/ledamot/0975579292417_max.jpg,http://data.riksdagen.se/,monica.green@riksdagen.se,http://www.socialdemokraterna.se/monicagreen,2014,Västra Götalands läns östra,ocd-division/country:se/constituency:västra-götalands-läns-östra,http://https://twitter.com/GreenMonica,0975579292417
64784,,male,S,1960,Börje Vestlund,http://data.riksdagen.se/filarkiv/bilder/ledamot/0720249554818_max.jpg,http://data.riksdagen.se/,borje.vestlund@riksdagen.se,http://www.socialdemokraterna.se/borjevestlund,2014,Stockholms kommun,ocd-division/country:se/constituency:stockholms-kommun,,0720249554818
65543,,male,M,1960,Göran Pettersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0558039843819_max.jpg,http://data.riksdagen.se/,goran.pettersson@riksdagen.se,http://www.dinledamot.se,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0558039843819
66011,,female,V,1960,Mia Sydow Mölleby,http://data.riksdagen.se/filarkiv/bilder/ledamot/0415959965211_max.jpg,http://data.riksdagen.se/,mia.sydow.molleby@riksdagen.se,,2014,Örebro län,ocd-division/country:se/constituency:örebro-län,,0415959965211
65939,,female,KD,1961,Annika Eclund,http://data.riksdagen.se/filarkiv/bilder/ledamot/0480339311713_max.jpg,http://data.riksdagen.se/,annika.eclund@riksdagen.se,,2014,Västra Götalands läns östra,ocd-division/country:se/constituency:västra-götalands-läns-östra,,0480339311713
64171,,male,FP,1961,Bengt Eliasson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0116759114313_max.jpg,http://data.riksdagen.se/,bengt.eliasson@riksdagen.se,,2014,Hallands län,ocd-division/country:se/constituency:hallands-län,,0116759114313
66025,,male,C,1961,Anders W Jonsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0229760896014_max.jpg,http://data.riksdagen.se/,anders.w.jonsson@riksdagen.se,http://www.anderswjonsson.se,2014,Gävleborgs län,ocd-division/country:se/constituency:gävleborgs-län,,0229760896014
66693,,male,M,1961,Jan Ericson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0940980416614_max.jpg,http://data.riksdagen.se/,jan.ericson@riksdagen.se,http://www.ericsoniubbhult.se,2014,Västra Götalands läns södra,ocd-division/country:se/constituency:västra-götalands-läns-södra,,0940980416614
65802,,female,M,1961,Pia Hallström,http://data.riksdagen.se/filarkiv/bilder/ledamot/0190560012714_max.jpg,http://data.riksdagen.se/,pia.hallstrom@riksdagen.se,,2014,Värmlands län,ocd-division/country:se/constituency:värmlands-län,,0190560012714
64749,,male,M,1961,Hans Rothenberg,http://data.riksdagen.se/filarkiv/bilder/ledamot/0409540163215_max.jpg,http://data.riksdagen.se/,hans.rothenberg@riksdagen.se,,2014,Göteborgs kommun,ocd-division/country:se/constituency:göteborgs-kommun,,0409540163215
65315,,male,S,1961,Johan Andersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0964730940415_max.jpg,http://data.riksdagen.se/,johan.andersson@riksdagen.se,http://www.socialdemokraterna.se/johanandersson,2014,Östergötlands län,ocd-division/country:se/constituency:östergötlands-län,,0964730940415
64637,,female,M,1962,Cecilia Magnusson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0522460069116_max.jpg,http://data.riksdagen.se/,cecilia.magnusson@riksdagen.se,http://www.magnusson.moderat.se/,2014,Göteborgs kommun,ocd-division/country:se/constituency:göteborgs-kommun,,0522460069116
65094,,male,S,1962,Peter Johnsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0205360448417_max.jpg,http://data.riksdagen.se/,peter.johnsson@riksdagen.se,http://www.socialdemokraterna.se/peterjohnsson,2014,Västra Götalands läns norra,ocd-division/country:se/constituency:västra-götalands-läns-norra,,0205360448417
65276,,female,S,1962,Pia Nilsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0460690753617_max.jpg,http://data.riksdagen.se/,pia.nilsson@riksdagen.se,http://www.socialdemokraterna.se/pianilsson,2014,Västmanlands län,ocd-division/country:se/constituency:västmanlands-län,,0460690753617
64147,,male,FP,1962,Jan Björklund,http://data.riksdagen.se/filarkiv/bilder/ledamot/0603490586517_max.jpg,http://data.riksdagen.se/,jan.bjorklund@riksdagen.se,,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0603490586517
,,female,M,1962,Isabella Hökmark,http://data.riksdagen.se/filarkiv/bilder/ledamot/0219220227418_max.jpg,http://data.riksdagen.se/,isabella.hokmark@riksdagen.se,http://jernbeck.moderat.se,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0219220227418
66724,,female,M,1962,Helena Bouveng,http://data.riksdagen.se/filarkiv/bilder/ledamot/0729710260118_max.jpg,http://data.riksdagen.se/,helena.bouveng@riksdagen.se,http://www.moderat.se/web/Helena_Bouveng.aspx,2014,Jönköpings län,ocd-division/country:se/constituency:jönköpings-län,,0729710260118
64751,,female,S,1962,Marie Granlund,http://data.riksdagen.se/filarkiv/bilder/ledamot/0136310791918_max.jpg,http://data.riksdagen.se/,marie.granlund@riksdagen.se,http://www.socialdemokraterna.se/mariegranlund,2014,Malmö kommun,ocd-division/country:se/constituency:malmö-kommun,,0136310791918
65739,,male,S,1962,Håkan Juholt,http://data.riksdagen.se/filarkiv/bilder/ledamot/0110600080618_max.jpg,http://data.riksdagen.se/,hakan.juholt@riksdagen.se,http://www.socialdemokraterna.se/hakanjuholt,2014,Kalmar län,ocd-division/country:se/constituency:kalmar-län,,0110600080618
64535,,female,MP,1962,Esabelle Dingizian,http://data.riksdagen.se/filarkiv/bilder/ledamot/0182190010218_max.jpg,http://data.riksdagen.se/,esabelle.dingizian@riksdagen.se,http://mp.se/esabelle,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0182190010218
64659,,female,V,1963,Ulla Andersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0628190530410_max.jpg,http://data.riksdagen.se/,ulla.andersson@riksdagen.se,http://www.ullaandersson.v-blog.se,2014,Gävleborgs län,ocd-division/country:se/constituency:gävleborgs-län,,0628190530410
64770,,female,S,1963,Caroline Helmersson Olsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0537400268911_max.jpg,http://data.riksdagen.se/,caroline.helmersson.olsson@riksdagen.se,,2014,Södermanlands län,ocd-division/country:se/constituency:södermanlands-län,,0537400268911
64944,,male,S,1963,Hans Hoff,http://data.riksdagen.se/filarkiv/bilder/ledamot/0540190357911_max.jpg,http://data.riksdagen.se/,hans.hoff@riksdagen.se,http://www.socialdemokraterna.se/hanshoff,2014,Hallands län,ocd-division/country:se/constituency:hallands-län,,0540190357911
64977,,male,S,1963,Per-Arne Håkansson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0630820052511_max.jpg,http://data.riksdagen.se/,per-arne.hakansson@riksdagen.se,,2014,Skåne läns norra och östra,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,,0630820052511
64230,,female,M,1963,Maria Stockhaus,http://data.riksdagen.se/filarkiv/bilder/ledamot/0932000030511_max.jpg,http://data.riksdagen.se/,maria.stockhaus@riksdagen.se,,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0932000030511
65478,http://sv-se.facebook.com/people/Yilmaz-Kerimo/611663777,male,S,1963,Yilmaz Kerimo,http://data.riksdagen.se/filarkiv/bilder/ledamot/0515990253512_max.jpg,http://data.riksdagen.se/,yilmaz.kerimo@riksdagen.se,http://www.socialdemokraterna.se/yilmazkerimo,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0515990253512
64832,,male,S,1963,Jörgen Hellman,http://data.riksdagen.se/filarkiv/bilder/ledamot/0781520322912_max.jpg,http://data.riksdagen.se/,jorgen.hellman@riksdagen.se,http://www.socialdemokraterna.se/jorgenhellman,2014,Västra Götalands läns norra,ocd-division/country:se/constituency:västra-götalands-läns-norra,,0781520322912
64700,,female,S,1963,Eva-Lena Jansson,http://data.riksdagen.se/filarkiv/bilder/ledamot/048970816012_max.jpg,http://data.riksdagen.se/,eva-lena.jansson@riksdagen.se,http://www.socialdemokraterna.se/eva-lenajansson,2014,Örebro län,ocd-division/country:se/constituency:örebro-län,http://https://twitter.com/evalenajansson,048970816012
66204,,male,M,1963,Krister Hammarbergh,http://data.riksdagen.se/filarkiv/bilder/ledamot/0889860537413_max.jpg,http://data.riksdagen.se/,krister.hammarbergh@riksdagen.se,,2014,Norrbottens län,ocd-division/country:se/constituency:norrbottens-län,,0889860537413
64288,,male,M,1963,Ulf Kristersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0222691314314_max.jpg,http://data.riksdagen.se/,ulf.kristersson@riksdagen.se,http://www.moderat.se/rdled/u_kriste.htm,2014,Södermanlands län,ocd-division/country:se/constituency:södermanlands-län,,0222691314314
65830,,male,KD,1964,Robert Halef,http://data.riksdagen.se/filarkiv/bilder/ledamot/0285631067215_max.jpg,http://data.riksdagen.se/,robert.halef@riksdagen.se,http://www.roberthalef.se,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0285631067215
65846,,male,FP,1964,Allan Widman,http://data.riksdagen.se/filarkiv/bilder/ledamot/0446541913415_max.jpg,http://data.riksdagen.se/,allan.widman@riksdagen.se,http://www.folkpartiet.se/widman,2014,Malmö kommun,ocd-division/country:se/constituency:malmö-kommun,,0446541913415
64730,,female,S,1964,Maria Strömkvist,http://data.riksdagen.se/filarkiv/bilder/ledamot/0136801772915_max.jpg,http://data.riksdagen.se/,maria.stromkvist@riksdagen.se,,2014,Dalarnas län,ocd-division/country:se/constituency:dalarnas-län,,0136801772915
,,female,S,1964,Carin Jämtin,http://data.riksdagen.se/filarkiv/bilder/ledamot/0882001830516_max.jpg,http://data.riksdagen.se/,carin.jamtin@riksdagen.se,http://www.socialdemokraterna.se/carinjamtin,2014,Stockholms kommun,ocd-division/country:se/constituency:stockholms-kommun,,0882001830516
65736,http://www.facebook.com/kryssa.penilla,female,KD,1964,Penilla Gunther,http://data.riksdagen.se/filarkiv/bilder/ledamot/0925451929216_max.jpg,http://data.riksdagen.se/,penilla.gunther@riksdagen.se,http://penilla.nu,2014,Västra Götalands läns norra,ocd-division/country:se/constituency:västra-götalands-läns-norra,http://twitter.com/penilla,0925451929216
,,female,C,1964,Annika Qarlsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0962841101917_max.jpg,http://data.riksdagen.se/,annika.qarlsson@riksdagen.se,,2014,Västra Götalands läns norra,ocd-division/country:se/constituency:västra-götalands-läns-norra,,0962841101917
