id,name,party,faction,term,image,area,birth_date,phone,email,source
180,Leonardo Camey Curup,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/9663186A-34AF-62E8-A635-074C7B2D310D.jpg,Distrito Guatemala,1965-11-06,2244-7167 /22447162 Ext 2467/ 2462,lcamey@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=180
82,Beatriz Concepción Canastuj Canastuj,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/C100C5BE-EFC0-1122-FBA3-9D8C84863E6B.jpg,Quetzaltenango,1969-12-08,Ext,bcanastuj@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=82
78,Elza Leonora Cú Isem,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/07898D65-2150-822D-A6E6-B1ACAA85D861.jpg,Alta Verapaz,1964-12-19,22391155 Ext,ecu@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=78
211,Mynor Enrique Cappa Rosales,PP,IND,7,http://www.congreso.gob.gt/manager/images/31A4F6DA-8797-15AE-785D-07BDCC5B44CF.jpg,Izabal,1964-03-02,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mcappa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=211
212,Edín Leonel Casasola Martínez,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/9C3BDDAF-AED7-6B07-48F0-07BE0233BF9E.jpg,Baja Verapaz,1960-08-09,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ecasasola@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=212
35,Rodolfo Moisés Castañón Fuentes,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/055C0C3F-5588-940D-335F-B18DEE8A0108.jpg,San Marcos,1952-12-04,Ext 2491 / 2492,rcastanon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=35
86,José Inés Castillo Martínez,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/6868D80A-5A10-3F26-26E3-07386BE4824A.jpg,Santa Rosa,1970-04-07,Ext 1534,jcastillo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=86
221,Amílcar Aleksander Castillo Roca,PP,PP,7,http://www.congreso.gob.gt/manager/images/5069813A-41A3-287E-78DC-16A626DC8301.jpg,Listado Nacional,2012-01-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Acastillo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=221
34,Sergio Leonel Celis Navas,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/9B368D88-420B-FDB5-3F26-B18B13C45EB8.jpg,Sacatepéquez,1964-01-12,22391111 Ext 1350,scelis@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=34
224,Luis Adolfo Chávez Pérez,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/5D2DE85C-215B-CE47-A4D3-07C5F66695D4.jpg,Huehuetenango,1967-06-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lchavez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=224
64,Byron Juventino Chacón Ardón,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/E8402E4F-AF0B-CEB6-5611-0734C2E94817.jpg,Izabal,1965-03-31,22447195 Ext,bchacon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=64
75,Juan Armando Chún Chanchavac,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/5F6D6725-DB9F-0312-5CA9-B162DFF5DF6B.jpg,Totonicapán,1969-10-31,22447878 Ext 2463 Ext,jchun@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=75
207,Aracely Chavarría Cabrera de Recinos,PP,PP,7,http://www.congreso.gob.gt/manager/images/B23043F5-B5B5-73DC-8D8B-07BB94B7966E.jpg,Santa Rosa,1962-01-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,a@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=207
216,Oscar Stuardo Chinchilla Guzmán,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/FE188AB1-9B5E-F60B-274A-07BF2D9DD394.jpg,Distrito Guatemala,1969-10-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,ochinchilla@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=216
162,José Alfredo Cojtí Chiroy,PP,PP,7,http://www.congreso.gob.gt/manager/images/0BCB40A1-ABDB-1173-7744-9D8E7E6A2417.jpg,Chimaltenango,1958-10-23,Ext 1308/1309,jcojti@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=162
158,Luis Alberto Contreras Colindres,GANA,PP,7,http://www.congreso.gob.gt/manager/images/06988526-F941-9C4F-2790-9D8F44DD9FA1.jpg,San Marcos,1950-02-07,Ext 2184/2185,lcontreras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=158
227,Oscar Rolando Corleto Rivera,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/39F1EDF4-C0AB-5F72-5E1E-07C6B0035A14.jpg,Alta Verapaz,2012-01-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ocorleto@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=227
46,Arístides Baldomero Crespo Villegas,FRG,PP,7,http://www.congreso.gob.gt/manager/images/FCF8D17D-8736-91C3-9B6A-9D8C2EA7C64D.jpg,Escuintla,1949-08-31,22515957 Ext,acrespo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=46
230,Edgar Romeo Cristiani Calderón,PP,PP,7,http://www.congreso.gob.gt/manager/images/C87C9FB7-3D49-B0A3-9DB1-07C763F5A98F.jpg,Listado Nacional,1972-07-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ecristiani@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=230
79,Marta Odilia Cuellar Girón de Martínez,PP,PP,7,http://www.congreso.gob.gt/manager/images/D17B8E8E-A659-9FE1-F2B3-9D9115DD6257.jpg,Distrito Guatemala,1960-07-23,Ext 2454,mcuellar@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=79
282,Marvin Estuardo Díaz Sagastume,PP,IND,7,http://www.congreso.gob.gt/manager/images/B227404F-9022-04AD-D8DF-07CFD3656F89.jpg,Izabal,1967-09-28,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,mdiaz@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=282
80,José Alejandro de León Maldonado,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/5A453199-0531-38CD-CACB-07364E7C0C0B.jpg,Chimaltenango,1977-09-03,2230-1769 Ext 1229,jdeleon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=80
40,Pablo Manuel Duarte Sáenz de Tejada,PU,PU,7,http://www.congreso.gob.gt/manager/images/84535C37-FAB2-0927-E300-9D29E5D449DC.jpg,Distrito Guatemala,1953-10-12,22301772 Ext 1206,pduarte@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=40
208,César Arnulfo Duarte Soto,LIDER,UNE,7,http://www.congreso.gob.gt/manager/images/C5E78491-9DF1-D8FE-BBDA-07BC1005330A.jpg,Escuintla,1961-12-12,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cduarte@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=208
209,José David Echevarría Díaz,TODOS,LIDER,7,http://www.congreso.gob.gt/manager/images/191C19AF-6296-BE9F-6C8A-07BC528FC0C4.jpg,Suchitepéquez,1976-03-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jecheverria@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=209
217,Gustavo Adolfo Echeverría Mayorga,PP,UNE,7,http://www.congreso.gob.gt/manager/images/AF5847AA-5E7C-4DBD-C5EB-07C26CEDA7CE.jpg,Zacapa,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gecheverria@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=217
213,Boris Roberto España Cáceres,PP,PP,7,http://www.congreso.gob.gt/manager/images/08CBFC8C-A4DB-02D2-29E3-07BE38C13486.jpg,Chiquimula,1973-01-20,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,a@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=213
157,Reynabel Estrada Roca,GANA,IND,7,http://www.congreso.gob.gt/manager/images/6B1A8FBC-67A4-77D0-14B9-074962573A64.jpg,Quiché,1964-01-31,22204525 Ext,restrada@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=157
214,Mario Alejandro Estrada Ruano,UCN,UCN,7,http://www.congreso.gob.gt/manager/images/38CD46A3-B4C5-3F6B-2FDF-C2FD8F450014.jpg,Listado Nacional,1989-03-24,22447878 Ext 1123 y 1297,Mestradar@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=214
90,Walter Rolando Félix López,URNG,URNG,7,http://www.congreso.gob.gt/manager/images/A225BBC0-F7A7-7362-6D3C-9D1CBC89560E.jpg,Huehuetenango,1961-07-06,22391145/22391160 Ext,diputadowalterfelix@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=90
29,César Emilio Fajardo Morales,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/C82CCD4F-0015-A25C-23F0-072CA4447C2A.jpg,Listado Nacional,1950-11-20,22204022 Ext,cfajardo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=29
218,Luis José Fernández Chenal,PP,PP,7,http://www.congreso.gob.gt/manager/images/19C4FAD8-6817-7765-A51F-07C2B6D2DFCC.jpg,Distrito Guatemala,1980-11-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lfernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=218
97,Carlos Rafael Fión Morales,GANA,CREO,7,http://www.congreso.gob.gt/manager/images/7CF252B7-895F-5BE5-D61D-073A69EB4676.jpg,Listado Nacional,1953-02-17,2244-7878 Ext 2171 / 2172,cfion@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=97
96,Mirma Magnolia Figueroa Resen de Coro,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/AE589367-4F84-D0A0-D380-07396D1E9767.jpg,Distrito Guatemala,1970-07-20,Ext,mfigueroa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=96
284,Jairo Joaquín Flores Divas,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/13F2F3A9-922A-4F7B-588F-07CF252D530E.jpg,Listado Nacional,1975-05-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,jflores@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=284
220,Laura Alicia Franco Aguirre,UCN,LIDER,7,http://www.congreso.gob.gt/manager/images/0C90EF3A-32CE-326F-1653-07C3835085B9.jpg,Zacapa,1952-12-13,. Ext .,Lfranco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=220
222,Pedro Gálvez Hernández,VIVA,PRI,7,http://www.congreso.gob.gt/manager/images/328B3925-21CD-B00A-CD5C-07C54D4159A8.jpg,Listado Nacional,1981-04-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Phernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=222
98,José Alberto Gándara Torrebiarte,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/5E0926CC-934B-4DCB-78A9-073B0F063567.jpg,Distrito Guatemala,1944-09-01,2244-7878 Ext 2175 / 2176,jgandara@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=98
215,Estuardo Ernesto Galdámez Juárez,PP,PP,7,http://www.congreso.gob.gt/manager/images/C4C96D2C-425D-0958-779C-07BEEB997708.jpg,Quiché,1966-02-09,. Ext .,egaldamez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=215
168,Manuel Marcelino García Chutá,PU,PP,7,http://www.congreso.gob.gt/manager/images/432D493F-AF0D-7AE1-B0CF-074ACD1B600F.jpg,Sololá,1976-07-08,2244-7250 Ext 2565,mchuta@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=168
92,Hugo Fernando García Gudiel,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/BCDE2B56-F438-F2B0-4B09-9D8E0A11DFD0.jpg,Distrito Central,1973-05-30,Ext,hgarciag@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=92
177,Oliverio García Rodas,PP,PP,7,http://www.congreso.gob.gt/manager/images/78F27DA7-AAC3-45DE-B8D2-074B76D36329.jpg,Listado Nacional,1947-05-13,2244-7878 Ext .,ogarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=177
223,Jorge Adolfo de Jesús García Silva,VIVA,LIDER,7,http://www.congreso.gob.gt/manager/images/78C51711-97C6-755C-3050-07C5AF5EA3A7.jpg,Distrito Guatemala,1976-02-05,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jgarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=223
225,Selvin Boanerges García Velásquez,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/9E328915-882E-E675-B965-07C63AA08F99.jpg,Distrito Central,1975-10-03,(502) 2244-7878 Ext 2180,Sgarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=225
226,Juan Manuel Giordano Grajeda,CREO,LIDER,7,http://www.congreso.gob.gt/manager/images/83E7725B-E32A-B416-3585-A5CB61EC6FB0.jpg,San Marcos,1992-01-17,22391033 Ext Aquí debe de ingresar su extensión,Jmgiordano@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=226
229,Eugenio Moisés González Alvarado,CREO,IND,7,http://www.congreso.gob.gt/manager/images/1374A0A7-5799-77B0-B7EC-07C73504EF6E.jpg,Totonicapán,1960-11-23,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Emgonzalez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=229
228,Álvaro González Ricci,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/D9B56207-23D7-58AE-C182-AC2A26D4C871.jpg,Distrito Central,1967-02-19,22447878 Ext 2185,alvaro.gonzalez.ricci@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=228
93,Carlos Valentín Gramajo Maldonado,PP,PP,7,http://www.congreso.gob.gt/manager/images/154F04FE-EF24-FF74-122D-07E2BBE489C5.jpg,Listado Nacional,1954-03-13,22205417 Ext .,cgramajo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=93
104,Mauro Guzmán Mérida,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/D221CACE-08B0-1936-9A12-073BC96BB255.jpg,Huehuetenango,1960-02-04,22391096 Ext 22447878 Ext. 1283,mguzman@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=104
231,Ana Regina del Rosario Guzmán Sánchez,PP,PP,7,http://www.congreso.gob.gt/manager/images/98BB91F2-5C81-8698-703F-07C7A2C854DC.jpg,Sacatepéquez,1968-10-04,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Aguzman@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=231
56,Gabriel Heredia Castro,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/D4939C7C-9B6F-C89D-51D4-0733A7E7BCBC.jpg,Chiquimula,1956-10-20,2244-7878 Ext 2141 y 2140,gheredia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=56
285,Sofia Jeanetth Hernández Herrera,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/64003A4E-948B-5EC9-EFC7-07B758BC37E7.jpg,Huehuetenango,1965-12-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Shernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=285
239,Carlos Humberto Herrera Quezada,UCN,IND,7,http://www.congreso.gob.gt/manager/images/95764D6E-F4E6-E210-11DB-07CAECB59EAB.jpg,Distrito Guatemala,1951-08-16,22447116 - 22447117 Ext Aquí debe de ingresar su extensión,Cherrera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=239
53,Baudilio Elinohet Hichos López,UCN,LIDER,7,http://www.congreso.gob.gt/manager/images/467BAF0A-6468-ED4E-73DA-07332C775D44.jpg,Chiquimula,1953-12-06,Ext 2374,bhichos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=53
178,Roberto Kestler Velásquez,UNE,IND,7,http://www.congreso.gob.gt/manager/images/2F6B6B3B-DAF9-33AA-4713-074C074B9347.jpg,Chimaltenango,1954-05-23,22447016 Ext 2316,rkestler@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=178
58,Virna Ileana López Chacón,GANA,GANA,7,http://www.congreso.gob.gt/manager/images/AC982D16-7266-97FD-348F-9DDA4C3B9CF7.jpg,Listado Nacional,1967-08-17,Ext 2524/2525/2526,vlopez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=58
43,Carlos Enrique López Girón,FRG,UNE,7,http://www.congreso.gob.gt/manager/images/19DE3B4C-268E-4E2E-F609-072FE0D9CDDF.jpg,Quiché,1961-10-22,22204017/22391060 Ext 2410,clopez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=43
47,Julio César López Villatoro,FRG,UNE,7,http://www.congreso.gob.gt/manager/images/D5E092EC-F8D1-8F99-693C-07319B9F774D.jpg,Huehuetenango,1967-03-31,22203053/22391117 Ext .,jlopez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=47
243,Floridalma Leiva Hernández,PP,PP,7,http://www.congreso.gob.gt/manager/images/EA9D044C-3B88-0A6E-4C93-07CD716F4E2A.jpg,Escuintla,1972-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fleiva@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=243
289,Marco Antonio Lemus Salguero,PP,PP,7,http://www.congreso.gob.gt/manager/images/043F4BAB-AB41-41CB-F424-63E23BFF6FAC.jpg,Quiché,2013-01-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mlemus@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=289
247,Fidencio Lima Pop,UCN,PP,7,http://www.congreso.gob.gt/manager/images/1A33DEDC-77BA-B95C-00E7-07CE7B9519A2.jpg,Alta Verapaz,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Flima@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=247
106,Mario Santiago Linares García,PP,PP,7,http://www.congreso.gob.gt/manager/images/76FB648F-7777-75DC-2AD3-9DAC81462559.jpg,Baja Verapaz,1952-07-25,Ext 22391112/22391115,mlinares@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=106
